SUBURB,LOC_PID,Centroid_Latitude,Centroid_Longitude
GOLDEN POINT,VIC2978,-37.07024567893804,144.27759979823003
HAZELWOOD SOUTH,VIC1149,-38.31754821708989,146.44799284951168
BERRIWILLOCK,VIC221,-35.62192941886073,143.07006953778475
JEFFCOTT,VIC1256,-36.31623644245613,143.1496953264912
DENNINGTON,VIC732,-38.364770833569004,142.43527787279456
MUSK,VIC1847,-37.370779090065795,144.20514114999997
KOROBEIT,VIC1389,-37.57928741838329,144.32810157122756
CABARITA,VIC437,-34.20111208296297,142.08538296037037
WOODSIDE NORTH,VIC2844,-38.4171193143077,146.8255608816923
KANYA,VIC1292,-36.75178659412971,142.9581757507508
MOUNT DORAN,VIC1782,-37.72191663521127,144.04581653478874
AVONDALE HEIGHTS,VIC88,-37.75723858222299,144.87033300995324
LANGSBOROUGH,VIC1460,-38.651514968076924,146.6627508026923
SOMERTON,VIC2309,-37.63550700548275,144.9613747887585
CLARETOWN,VIC563,-37.50929916542373,144.03684907796608
MOKEPILLY,VIC1714,-37.08914290027777,142.6431415597222
AVON PLAINS,VIC87,-36.53849758876544,142.92581403839503
NEWHAVEN,VIC1924,-38.51342489439094,145.34296852254954
OAKLEIGH SOUTH,VIC1998,-37.927958916153834,145.0957528749231
SHERBROOKE,VIC2283,-37.88839036612434,145.3658529292503
SAILORS FALLS,VIC2225,-37.39037180654546,144.1115380836364
RAWSON,VIC2141,-37.96833984536948,146.4110901138424
SKINNERS FLAT,VIC2294,-36.36020730285714,143.58718746392861
LLOWALONG,VIC1517,-37.908580442014404,147.01996650762587
WALDARA,VIC2653,-36.31219299296682,146.29484517987783
ORRVALE,VIC2013,-36.42879301828028,145.44320336730362
YANGERY,VIC2905,-38.31742804709792,142.419053347896
DOCTORS FLAT,VIC762,-37.30567786359376,147.7461549546875
STRATHMORE HEIGHTS,VIC2385,-37.713991846796134,144.89949432412627
PIEDMONT,VIC2064,-37.896552396625765,145.949356826135
BEACONSFIELD UPPER,VIC176,-37.986321748276524,145.38387215619395
ST LEONARDS,VIC2349,-38.186112489063746,144.70708022901184
PASCHENDALE,VIC2036,-37.64529349075,141.6115120719689
WARATAH BAY,VIC2692,-38.80720879312499,146.05832620250004
WOODFORD,VIC2837,-38.311228931631376,142.49759634418933
HAVILAH,VIC1140,-36.61752933304054,146.8857732876352
BIG PATS CREEK,VIC237,-37.7579100184375,145.7483262440625
SUNDAY CREEK,VIC2395,-37.248939215974026,145.0496823363636
AMOR,VIC39,-37.93631035920455,146.40574824738636
LAWRENCE,VIC1475,-37.319098844722234,143.89771923222224
BUNKERS HILL,VIC410,-37.57314127660713,143.7484199269643
EDGECOMBE,VIC839,-37.17619964398692,144.45836139999992
GELLIONDALE,VIC968,-38.62575898266667,146.60235057133335
GILLIESTON,VIC986,-36.33488802208333,145.20580684666666
COWES,VIC656,-38.4572870676233,145.22168782161435
CAPE CONRAN,VIC471,-37.80196057788688,148.7399326273809
INKERMAN,VIC1225,-36.795713619210545,143.6775996451316
BOWSER,VIC312,-36.310946410270276,146.3674320159459
LUCKNOW,VIC1545,-37.812647937972365,147.65078314179726
BAXTER,VIC168,-38.20512156873874,145.16863383004502
WONGA,VIC2825,-38.60308481816051,146.26203064093653
CROSSOVER,VIC677,-38.05843674262571,145.96116603731852
CRANBOURNE WEST,VIC665,-38.10887576344827,145.2521123737501
COBAW,VIC585,-37.26431585035088,144.64200351824564
MEPUNGA EAST,VIC1645,-38.44703782488891,142.7059190122222
TOOLAMBA WEST,VIC2538,-36.48110783083333,145.27288496666668
WOORINEN NORTH,VIC2860,-35.235505463076926,143.42795334307695
VENUS BAY,VIC2629,-38.67305928154007,145.7932573919025
GOSCHEN,VIC1067,-35.49391384874999,143.44426651609373
DON VALLEY,VIC764,-37.7394958362745,145.59273266593146
GLENDARUEL,VIC1012,-37.33932830489795,143.72724467122447
CHEROKEE,VIC539,-37.39691166657144,144.6441482587143
GRAHAMVALE,VIC1075,-36.35269491773973,145.4378313288356
MERRIANG,VIC1654,-36.555159921370944,146.68747478600815
MERBEIN WEST,VIC1649,-34.16306715111111,142.00543837814817
MILLGROVE,VIC1679,-37.736367069514564,145.64761902524273
THORPDALE SOUTH,VIC2514,-38.33022498679998,146.11014879217137
THE HONEYSUCKLES,VIC2503,-38.346719946234316,147.22684193627614
MAJOR PLAINS,VIC1576,-36.35939801112904,145.773680215
MOUNT EGERTON,VIC1787,-37.65697175084474,144.0955721660219
JEERALANG JUNCTION,VIC1254,-38.355900542554515,146.41253171454838
HINNOMUNJIE,VIC1186,-37.01992394711111,147.65040879066666
TULKARA,VIC2587,-36.93399883230769,143.06429545425
MOUNT FRANKLIN,VIC1791,-37.25955264000001,144.15465061380002
TEAL POINT,VIC2477,-35.692536964298114,144.01376457464127
TEESDALE,VIC2481,-38.03298973365384,144.032456295641
CLAYTON SOUTH,VIC568,-37.950382417941185,145.1306030367647
SHANNONVALE,VIC2271,-36.923032783854175,147.42003140312502
WANDIN EAST,VIC2675,-37.81520230478261,145.4601959208696
WARRANDYTE,VIC2706,-37.75013185187239,145.20203245670814
HALLAM,VIC1117,-37.99843980119703,145.27125877581062
MINERS REST,VIC1685,-37.488856518684194,143.79883552526323
TANGAMBALANGA,VIC2442,-36.24191360080393,147.01889987428424
CALLIGNEE NORTH,VIC448,-38.30925401252637,146.61237816642097
YARPTURK,VIC2910,-38.2869755778451,142.41661086845124
RAVENHALL,VIC2138,-37.77138872190477,144.7420822642857
MOLYULLAH,VIC1720,-36.666412222014365,146.15978350676258
BLACKBURN,VIC252,-37.820794205120485,145.16257685367475
MAINTONGOON,VIC1575,-37.131370768675794,145.7893210259361
MOUNT MAJOR,VIC1797,-36.364192389807684,145.69603310846156
NEWLYN NORTH,VIC1928,-37.394557456268956,143.9987150472348
STRATHTULLOH,VIC3018,-37.72782301846314,144.58218583631364
MELTON SOUTH,VIC1637,-37.71167953923335,144.57217237409125
KEALBA,VIC1307,-37.736714631421016,144.83325262554163
FAWKNER,VIC900,-37.703932001437394,144.9737449509284
HALLSTON,VIC1120,-38.37567162433271,146.06739402713526
SELBY,VIC2262,-37.91320146743334,145.37666216636663
CRIB POINT,VIC672,-38.349188170017946,145.2114356459318
BULLEEN,VIC386,-37.76898050979451,145.08050062022835
SIMSON,VIC2290,-36.99333601466667,143.77140852300002
MOONLIGHT FLAT,VIC2988,-37.05022448210528,143.66513803745613
LAKE TYERS BEACH,VIC1438,-37.85846478442621,148.05350249714746
MOUNT ALFRED,VIC1765,-35.97887592276313,147.5959529783225
WEST MELBOURNE,VIC2760,-37.80567430712727,144.92821100661823
MOUNT PROSPECT,VIC1803,-37.39414229416669,144.0464702008333
KAMAROOKA NORTH,VIC1285,-36.393042124999994,144.3182700154167
MOUNT MARTHA,VIC1798,-38.27815479652643,145.00267115115253
YARRAGON,VIC2914,-38.18845807919148,146.08177034799996
GLENMAGGIE,VIC1029,-37.85584373210621,146.70915339205482
TAHARA,VIC2423,-37.71768820391821,141.73263786322931
MORGIANA,VIC1755,-37.71029055925579,141.86352234931556
TARRENLEA,VIC2463,-37.706464804655496,141.7274206474303
HAMPTON,VIC1123,-37.93847509258123,145.01112764621413
WILD DOG VALLEY,VIC2786,-38.37966560208889,145.9402802861333
HALLS GAP,VIC1119,-37.142852168883266,142.54695010817252
ZEERUST,VIC2944,-36.26767720030303,145.39739746969693
CASTLE CREEK,VIC513,-36.179423532647064,146.8290637945588
BROMLEY,VIC350,-36.90007442031934,143.7862379038993
ESSENDON NORTH,VIC878,-37.736718867187506,144.90083473625003
SHEPPARTON EAST,VIC2281,-36.42514075712592,145.48973768442994
BEREMBOKE,VIC217,-37.80186478355372,144.25796831797533
LITTLE RIVER,VIC1515,-37.87737200491565,144.45004275606243
EDI,VIC840,-36.66011055424081,146.4191543268063
VIEWBANK,VIC2636,-37.73882503875889,145.1010546049974
NARRE WARREN EAST,VIC1890,-37.97200694157646,145.38020644136944
MURNUNGIN,VIC1833,-35.615311819223294,143.21732199873784
MEATIAN,VIC1630,-35.57522685666667,143.3498186751852
GNOTUK,VIC1041,-38.206840261545445,143.08871814300008
THE BASIN,VIC2499,-37.85453830620777,145.31281915737668
VITE VITE NORTH,VIC2640,-37.756706098606365,143.1871010785084
BURNSIDE,VIC419,-37.744002286421754,144.75591946799992
BIMBOURIE,VIC240,-35.338187732391305,142.77328136760872
NINYEUNOOK,VIC1944,-35.999459160721685,143.41564069373712
NORONG,VIC1958,-36.04156030178386,146.34763425707462
UNDERA,VIC2614,-36.19050212909264,145.22405276228727
WANGARATTA,VIC2683,-36.36574366746447,146.3114970372894
ENGLEFIELD,VIC866,-37.324301255624995,141.821851105625
TOWONG UPPER,VIC2567,-36.20928839235689,148.0272612096297
DALMORE,VIC701,-38.19780924681481,145.42751454948154
CARWARP,VIC508,-34.543598903139035,142.1183018960987
MINHAMITE,VIC1687,-37.97758792678727,142.391675640245
WATTLE FLAT,VIC2730,-37.47744052838027,143.9387443376056
MINJAH,VIC1690,-38.041563225640516,142.52438266484634
POINT WILSON,VIC2085,-38.00143480138544,144.56063018549776
MOLOGA,VIC1719,-36.16552935173469,144.11249155816327
PAKENHAM,VIC2023,-38.06780978583554,145.46822632644566
MCKENZIE HILL,VIC1622,-37.0695427304717,144.18768062905662
NEERIM SOUTH,VIC1907,-38.019150076419486,145.9619134079025
WANDIN NORTH,VIC2676,-37.76299058088236,145.4273548932842
CANNONS CREEK,VIC466,-38.21351630829791,145.30440369347497
CARAPOOEE WEST,VIC481,-36.70068567507043,143.25275270985915
ANTWERP,VIC47,-36.28645447369667,141.98346515109003
DINGLEY VILLAGE,VIC753,-37.977511606041666,145.12648317895838
BATHUMI,VIC165,-36.016728143790836,146.0836703708497
GAFFNEYS CREEK,VIC2951,-37.49811529689277,146.28005374702838
DIMBOOLA,VIC751,-36.37792638727916,142.03379242501762
BIG HILL,VIC2960,-36.83249138945055,144.23091916802193
MOSSIFACE,VIC1764,-37.73922461404496,147.81282122191013
BELLS BEACH,VIC200,-38.38435403877524,144.26012403067296
ALTONA NORTH,VIC36,-37.84538315030967,144.85410907854288
TRUGANINA,VIC2585,-37.840482786282365,144.71273533779745
JEPARIT,VIC1258,-36.157640132157866,142.00893207263144
SELWYN,VIC2263,-37.07762773955866,146.96210531502072
MOUNT TOOLEBEWONG,VIC1809,-37.713091067833346,145.55973342483335
BOOLARONG,VIC287,-38.569043532712406,146.26528420091503
LORQUON,VIC1538,-36.14673668687501,141.7694228953125
NORTH WARRANDYTE,VIC1965,-37.73253907677039,145.21938742536292
WOORARRA WEST,VIC2857,-38.592731463053426,146.22078299152673
BADGER CREEK,VIC96,-37.686799234394925,145.54690478859865
SUNBURY,VIC2394,-37.544911577110696,144.76563071773512
ST ALBANS,VIC2335,-37.76281430326554,144.80818614861022
EAST BAIRNSDALE,VIC822,-37.86188472042684,147.65291257117477
DAYLESFORD,VIC719,-37.34329339420664,144.13614567571955
MUCKLEFORD,VIC1820,-37.04541556142856,144.1591435985366
ALEXANDRA,VIC21,-37.21199537138746,145.7179873266252
COWLEYS CREEK,VIC657,-38.5081467381132,143.03452348509433
KOOYONG,VIC1387,-37.84074406934211,145.03532975263155
THORNTON,VIC2512,-37.26723722556651,145.80353057539403
KALORAMA,VIC1282,-37.82602125146557,145.3858816814512
WARMUR,VIC2696,-36.09081270915255,142.75017125983052
WOLLERT,VIC2821,-37.58924733991655,144.9883727559278
PENNYROYAL,VIC2051,-38.42561229619719,143.86653721629108
WANNON,VIC2687,-37.693935741342806,141.84007509962436
BROOMFIELD,VIC354,-37.387623020129865,143.90834856649354
BOWMANS FOREST,VIC311,-36.48984633738512,146.6063621008941
NYAH WEST,VIC1989,-35.18638322651164,143.36225308418608
NURRABIEL,VIC1985,-36.97176278415095,142.06673534905661
JANCOURT,VIC1248,-38.360177387712426,143.08532939620915
OLINDA,VIC2005,-37.84071234179741,145.3827280310028
YELTA,VIC2927,-34.112735538222076,142.02308317639876
SWAN HILL,VIC2408,-35.35290570111043,143.57065015214954
WHOROULY EAST,VIC2781,-36.52740876846153,146.65314735759796
MERBEIN,VIC1647,-34.14701435130284,142.06365486666667
MANDURANG,VIC1585,-36.82766467715686,144.2872810856863
MOUNT BECKWORTH,VIC1767,-37.31758855738095,143.6988063854762
UPPER FERNTREE GULLY,VIC2617,-37.89942496189874,145.31105715801678
ELEVATED PLAINS,VIC847,-37.29551144013272,144.12728157508857
HEPBURN,VIC1164,-37.312262353933995,144.12921111173313
UPWEY,VIC2623,-37.90755512765392,145.33092234947213
LAKE LONSDALE,VIC1431,-37.0336932226415,142.62544649849056
NILMA NORTH,VIC1940,-38.12492220609197,145.99681248034477
BERRINGA,VIC219,-37.76888410293788,143.6583599781075
ELINGAMITE NORTH,VIC849,-38.34417782874998,142.99601133737497
PELLUEBLA,VIC2050,-36.20767763473685,145.97599518210527
KARABEAL,VIC1294,-37.579156941877955,142.23428411361496
APPIN,VIC49,-35.86505347814017,143.88677164997296
MOUNT BOLTON,VIC1769,-37.358808063636374,143.69964750113635
OMEO VALLEY,VIC2008,-36.941881595762716,147.61465914525422
GRE GRE NORTH,VIC1088,-36.63572692120727,143.09313143982118
FLAMINGO BEACH,VIC920,-38.275063533466664,147.3180229758667
DOOKIE,VIC772,-36.333658932499986,145.69955244818962
MOUNT DANDENONG,VIC1781,-37.83477392115942,145.34870194009662
ROKEBY,VIC2191,-38.06480105320875,145.9312432551402
PURNIM WEST,VIC2124,-38.283023956077926,142.547485598459
GRANITE ROCK,VIC1079,-37.75324490115384,147.6785470824039
BUNGEET,VIC405,-36.284821489803925,146.05656946647065
CALROSSIE,VIC450,-38.50799574574463,146.66462378841615
DEVENISH,VIC741,-36.32774937191489,145.90531252808515
NICHOLSON,VIC1937,-37.82320518168422,147.7596686481053
NIRRANDA,VIC1945,-38.53078636349999,142.75755612039995
YUNDOOL,VIC2941,-36.273991108524605,145.82268680573776
WINLATON,VIC2811,-35.475293018461485,143.7999173745824
SARSFIELD,VIC2242,-37.75705943936439,147.7278626403814
LENEVA,VIC1483,-36.19050998226484,146.88697731733453
MURRAY-SUNSET,VIC1839,-34.12161732931889,141.22651310369002
OUYEN,VIC2016,-34.986454746198824,142.26570782257303
HATTAH,VIC1137,-34.67671004793678,142.47549011722262
MINMINDIE,VIC1691,-36.027292814285715,143.75753027309526
LAKE EPPALOCK,VIC1427,-36.90195606751455,144.54351005000697
CAPE SCHANCK,VIC474,-38.477540202464176,144.90401553138673
BORALMA,VIC302,-36.23285807593221,146.40321077762715
MOOROOPNA,VIC1750,-36.39456043451503,145.36596042331965
OAKVALE,VIC1999,-35.93274137054349,143.51907448097825
HAWKESDALE,VIC1141,-38.11151689307393,142.234835380428
CARAMUT,VIC479,-38.001767482117025,142.47781205139768
RUBICON,VIC2211,-37.353721945231115,145.8729565074453
BONNIE DOON,VIC283,-37.092515668289074,145.91602141732162
BUNGAREE,VIC404,-37.57043138326086,144.00055549949275
MORANDING,VIC1753,-37.231333511186435,144.94946822389832
WAYGARA,VIC2735,-37.75000198217823,148.3299297332673
DHURRINGILE,VIC746,-36.5298320064935,145.1979318071428
ELLASWOOD,VIC850,-37.78239726202798,147.56411594377624
EAST WANGARATTA,VIC827,-36.35715237779231,146.3580206024105
YEO,VIC2929,-38.36466664555555,143.6414606707937
WELSHMANS REEF,VIC2745,-37.052627897408584,144.01664363459443
LARRALEA,VIC1466,-38.05213948953125,143.24760287734372
KYNETON SOUTH,VIC1409,-37.28696921942306,144.42417959322123
LORNE,VIC1537,-38.53750854949345,143.96985196552274
STACEYS BRIDGE,VIC2350,-38.552933976930696,146.50903088628715
CASTERTON,VIC512,-37.600092030938036,141.38668580500828
SANDFORD,VIC2234,-37.63273166113468,141.46448192583253
BIRCHIP WEST,VIC245,-36.0115713173913,142.82088471195652
DERRINAL,VIC739,-36.896354393801666,144.5697529938723
LAKE BOLAC,VIC1422,-37.70846715365081,142.87762675075396
GOWER,VIC1074,-37.02507246599998,144.10149116284214
SIMPSONS CREEK,VIC2289,-37.753624590927835,148.35460294711342
SIMPSON,VIC2288,-38.52352714768674,143.2685669533736
NATTE YALLOCK,VIC1896,-36.95460112531994,143.4665358535426
BUFFALO,VIC375,-38.65745750495129,145.97111949709495
RATHSCAR,VIC2136,-36.975676339838714,143.54890679225804
GLENBURN,VIC1011,-37.416568383453,145.43722748011055
WILLUNG,VIC2799,-38.25839789081905,146.85804180852068
STONYFORD,VIC2369,-38.32876460834711,143.31576787066123
STEWARTON,VIC2361,-36.4456848490558,145.8060268584335
DROUIN,VIC785,-38.13997006488765,145.85613456606745
BERRIMAL,VIC218,-36.50613678517856,143.4518748829762
CARPENDEIT,VIC500,-38.387160682299985,143.26544127799997
WAAIA,VIC2642,-36.08210488199998,145.3111733894909
MIA MIA,VIC1668,-36.9827880149848,144.54745041995218
YARCK,VIC2909,-37.09655938912284,145.6010943647953
WYUNA,VIC2885,-36.17351531936598,145.07210676544665
TAMBO CROSSING,VIC2433,-37.49310061555556,147.82869673876544
TARADALE,VIC2449,-37.11275250013282,144.3763940541174
SWANWATER,VIC2414,-36.54179986636364,143.10676950431812
LANDSBOROUGH,VIC1451,-37.01041929241708,143.13254507393364
MITCHELL PARK,VIC1701,-37.50513826626865,143.7893275031344
MYRNIONG,VIC1855,-37.60662075664251,144.35748074429503
BLACKWOOD,VIC257,-37.50929973093351,144.30240976313308
COIMADAI,VIC602,-37.60120140008447,144.51243352373757
CUDGEE,VIC685,-38.33560810094207,142.6453638486342
HOMEBUSH,VIC1190,-37.042311869589035,143.52493703917807
GLEN WILLS,VIC1005,-36.842230031818175,147.4888598990909
BULLENGAROOK,VIC387,-37.493235836357755,144.4958594292241
MARSHALL,VIC1609,-38.18799356531356,144.35495811040084
HAVEN,VIC1139,-36.75145843238214,142.1584965813353
LOWER NORTON,VIC1541,-36.794188519767005,142.11230157896497
TURTONS CREEK,VIC2593,-38.55042402620853,146.2291567431754
NUG NUG,VIC1974,-36.66296705968585,146.7104246276439
GOWANFORD,VIC1071,-35.41426091777778,143.18566668166667
TARRENGOWER,VIC2462,-37.02406831797928,143.99539859435228
ALTONA,VIC34,-37.86429540911385,144.8369330280558
BUSHFIELD,VIC428,-38.31434522444244,142.50813559177342
BOOLARRA,VIC288,-38.389237626218275,146.2870609217257
LLANELLY,VIC1516,-36.6956670858849,143.81371339716537
PIGEON PONDS,VIC2066,-37.28114933613334,141.68397091720004
LYSTERFIELD,VIC1553,-37.925578349098224,145.28559567052497
FERNTREE GULLY,VIC908,-37.87857829371217,145.27975860865533
CURDIEVALE,VIC694,-38.51816859564969,142.86317679062145
CALLIGNEE,VIC447,-38.30828853578875,146.60272179705632
WANGOOM,VIC2686,-38.34220104171869,142.61429254653973
GUYS FOREST,VIC1112,-36.093592464767454,147.63931103813945
BRIMIN,VIC340,-36.03229622746906,146.2513746773578
GROVEDALE,VIC1106,-38.19523358843023,144.3355412506782
BUNDALONG,VIC395,-36.02469149112356,146.14726459584267
BOORHAMAN NORTH,VIC297,-36.103497696683384,146.2180056856449
NEWBURY,VIC1920,-37.42056985066667,144.2881084235555
OCEAN GRANGE,VIC2000,-38.00634573691255,147.67964384306012
TYERS,VIC2598,-38.15224049833332,146.47916515378594
COBRICO,VIC591,-38.286577636696414,143.0027611433036
ESMOND,VIC876,-36.05899201295358,146.19340167232065
ALLAMBEE SOUTH,VIC25,-38.34739818426751,146.09736442235666
LANGWARRIN SOUTH,VIC1462,-38.189383198484855,145.18693446090904
BOXWOOD,VIC316,-36.32605483864866,145.79330483945947
NORVAL,VIC1969,-37.25744450236487,142.8629158947297
MANOR LAKES,VIC3007,-37.87878584871429,144.60531001092858
WOORINEN SOUTH,VIC2861,-35.291535099830504,143.46474151474575
KATANDRA WEST,VIC1304,-36.24080096064516,145.5579370691936
DOCKERS PLAINS,VIC760,-36.29970629727805,146.30674566327457
POMBORNEIT EAST,VIC2088,-38.289877536693695,143.440156349493
DARRAWEIT GUIM,VIC714,-37.4218284452,144.87623393122854
KEELY,VIC1308,-35.85228750392857,144.2450721192857
CARRUM DOWNS,VIC507,-38.10222795310681,145.17940755669903
HOLLANDS LANDING,VIC1189,-38.050357221613936,147.45879831329117
BINGO MUNJIE,VIC243,-37.00543470058824,147.56038915147062
LANG LANG EAST,VIC1454,-38.27652751603174,145.65635930888888
DRUMANURE,VIC789,-36.1415698055944,145.49453921587423
NIRRANDA EAST,VIC1946,-38.484616155116285,142.8628300672093
BOONAH,VIC293,-38.40411105587302,143.96070618634923
GLADYSDALE,VIC995,-37.84750181999999,145.6387014817449
SILVAN,VIC2286,-37.84640611149915,145.4650669838861
SHELLEY,VIC2278,-36.19715411937501,147.57155247258922
LOCKWOOD SOUTH,VIC1524,-36.872158346097564,144.14723847804873
COTTLES BRIDGE,VIC653,-37.62521099661321,145.2056191057219
WATERHOLES,VIC2722,-37.64821866256849,147.69655606246576
HILGAY,VIC1180,-37.61035769903332,141.6493184154776
MUCKLEFORD SOUTH,VIC1821,-37.109380069473666,144.12227386671054
WYUNA EAST,VIC2886,-36.23816222434783,145.09556879043478
BET BET,VIC226,-36.938376719819544,143.77735228369124
COALVILLE,VIC583,-38.239865074637656,146.2665607669565
CAMPBELLS CREEK,VIC457,-37.10528177338982,144.20842313983044
KNEBSWORTH,VIC1366,-37.98984997048781,141.8667960321951
DELATITE,VIC728,-37.130367125217404,146.1573382147826
BOSTOCKS CREEK,VIC306,-38.303750895862066,143.1303850336782
EAST MELBOURNE,VIC825,-37.81597221142857,144.98123489959184
NEERIM NORTH,VIC1906,-37.91813174016501,146.02007130019808
GORAE WEST,VIC1063,-38.26122104391891,141.47443396364866
TYRENDARRA EAST,VIC2606,-38.261214649797985,141.8954793973737
CASTLEMAINE,VIC515,-37.066241504390945,144.23533097954882
KOETONG,VIC1370,-36.133023190747885,147.4819645949144
BROADLANDS,VIC345,-37.86323862817979,147.65871909955928
MERRIMU,VIC1662,-37.65755444108357,144.47907833941187
BATESFORD,VIC164,-38.08641156107256,144.28645993223188
GHERINGHAP,VIC980,-38.05552314749159,144.24361676153848
MOORABOOL,VIC1742,-38.05492368972755,144.2649598915169
SUTHERLANDS CREEK,VIC2404,-38.0289140323399,144.23817531190153
BANNOCKBURN,VIC132,-38.019289859475904,144.17953188696885
RUSSELLS BRIDGE,VIC2218,-38.00241085071434,144.1754579254762
VESPER,VIC2633,-37.87269444705883,146.06781863835292
POOWONG,VIC2094,-38.33978106582476,145.77111571974228
WALKERVILLE NORTH,VIC3005,-38.845491394513914,145.99842197506942
CARDROSS,VIC487,-34.302199175,142.128156320862
SPRINGBANK,VIC2327,-37.53258484525806,144.07633992538717
CHILTERN VALLEY,VIC550,-36.14251488116787,146.5596915794891
LAEN EAST,VIC1417,-36.3905384232,142.902993418
NYERIMILANG,VIC1991,-37.8892406563038,147.9176210625316
MERRIGUM,VIC1659,-36.37207982499999,145.15518929826084
SEATON,VIC2256,-37.950666649690724,146.67513222505158
BARONGAROOK WEST,VIC149,-38.4388070088,143.56361349400004
TIMOR WEST,VIC2523,-36.971673992499994,143.66974863526326
LITTLE HAMPTON,VIC1514,-37.368272802800014,144.2896213694001
BENTLEIGH,VIC214,-37.91919958226483,145.03791705707326
PORT ALBERT,VIC2099,-38.67177168016506,146.6874938451178
LANCASTER,VIC1448,-36.305569030350874,145.14581960421052
MACORNA NORTH,VIC1561,-35.84770635358695,144.09593983890323
RIPPLEBROOK,VIC2174,-38.22002711024039,145.75718839009616
LILYDALE,VIC1499,-37.77289472482013,145.36010470482015
DUNNEWORTHY,VIC806,-37.19733514078125,143.04440353546875
COOMA,VIC623,-36.411207935409834,145.0750614990164
WINJALLOK,VIC2810,-36.80829770644366,143.18493726133792
BUNINYONG,VIC409,-37.649015813904114,143.8980889116438
LEONARDS HILL,VIC1484,-37.419567546654015,144.15254569047542
TAWONGA SOUTH,VIC2473,-36.747943384869586,147.1577146556232
WEDDERBURN JUNCTION,VIC2738,-36.43878063046154,143.70641239492303
BURRAMINE SOUTH,VIC423,-36.07570209243244,145.85530089
DUNNSTOWN,VIC807,-37.59497250247005,143.96478044131902
WHOOREL,VIC2779,-38.36937880736112,143.82969024486113
WHEATSHEAF,VIC2768,-37.34077865093749,144.24802389581242
WANDONG,VIC2679,-37.359788519760286,145.02267910934935
VAUGHAN,VIC2626,-37.15696559882791,144.2033323530423
HEYWOOD,VIC1173,-38.1387854610031,141.7125397294091
FRENCHMANS,VIC944,-36.995736277115384,143.1974792648077
MUSK VALE,VIC1848,-37.379505140102026,144.1422973836734
LETHBRIDGE,VIC1491,-37.947495629547966,144.1429279384134
SEVILLE,VIC2267,-37.81391036672747,145.4947286041119
TOLMIE,VIC2529,-36.91939849243084,146.25583860585863
WENDOUREE,VIC2748,-37.53146477663461,143.8319334552885
DERGHOLM,VIC737,-37.30381691595723,141.26687530728006
BRADFORD,VIC317,-36.918912346478876,144.0699698990141
ST ARNAUD,VIC2339,-36.613011777485376,143.2479984305848
LAH,VIC1419,-36.14833147086568,142.4011725686269
WANGANDARY,VIC2681,-36.33222277344442,146.2233366796667
BEACONSFIELD,VIC175,-38.042269649017754,145.37113975398805
KERNOT,VIC1327,-38.43177868933509,145.5815961667115
KROWERA,VIC1399,-38.44967330665355,145.66102790523627
LAKE GOLDSMITH,VIC1430,-37.55332003941466,143.37243825268294
THORNBURY,VIC2511,-37.759138780637386,145.01232858228562
POOTILLA,VIC2093,-37.53632975813254,143.94862654909645
WOORINEN,VIC2859,-35.26182694376809,143.47313458550724
KERRIE,VIC1328,-37.38219413173611,144.6859044979862
MOUNT ROWAN,VIC1805,-37.50718159456522,143.84067415586958
DEER PARK,VIC725,-37.77284351193123,144.78724421267012
WALLAGARAUGH,VIC2660,-37.437700088616346,149.73943322880518
MERRIANG SOUTH,VIC1655,-36.60185271596985,146.6840331272273
DUMBALK NORTH,VIC800,-38.50556591298505,146.15315581660434
NOORAT,VIC1951,-38.19151322739392,142.91663804696967
HAZELWOOD,VIC1147,-38.29806484768941,146.35905757446952
CASTLE DONNINGTON,VIC514,-35.40449363196856,143.60595860042287
LADYS PASS,VIC1415,-36.82166415013158,144.70360496552635
JUMBUK,VIC1269,-38.390732802836155,146.42660755342425
MOUNT HOOGHLY,VIC1794,-36.92100081543958,143.7057332047804
KERRISDALE,VIC1329,-37.15149829340336,145.2683069049441
CALLIGNEE SOUTH,VIC449,-38.38042206389382,146.61010995327433
BLACKWARRY,VIC256,-38.42006225704278,146.63029612136177
STRATHLEA,VIC2382,-37.13414390341709,143.96499437819105
KOORNALLA,VIC1383,-38.34713327029603,146.52509283914466
ILLAWARRA,VIC1219,-37.0666455081132,142.69867933735844
UPTON HILL,VIC2622,-36.89680735297619,145.4023556011905
STEIGLITZ,VIC2360,-37.87764344911951,144.18425431000009
MIRALIE,VIC1694,-35.11909337157894,143.3180392057895
WOOD WOOD,VIC2833,-35.101129329312066,143.3492701463423
LANCE CREEK,VIC1449,-38.562883635518496,145.6696917590717
EAST GEELONG,VIC824,-38.149511148815165,144.38565462127963
PICOLA WEST,VIC2063,-35.963957129487184,145.04362199128204
CHEWTON,VIC545,-37.0935781826316,144.2690547665183
KORONG VALE,VIC1391,-36.35519202945206,143.6979068724658
TOORADIN,VIC2549,-38.2169359692536,145.38566324719596
BRIM,VIC338,-36.07814813123595,142.43610947550565
BAYLES,VIC170,-38.17338145953489,145.56838371395352
DROPMORE,VIC784,-37.017332071511284,145.4414069453577
TYABB,VIC2596,-38.26236334874514,145.21975483549028
KURRACA WEST,VIC1403,-36.50909561702127,143.55948702212763
BULN BULN EAST,VIC391,-38.066690266238524,146.00767107449536
POOWONG NORTH,VIC2096,-38.28243340591548,145.7947060270187
GERAHMIN,VIC973,-35.19395066246153,142.78687077307688
