SUBURB,LOC_PID,Centroid_Latitude,Centroid_Longitude
BELGRAVE,VIC188,-37.91317554472574,145.35671418156113
DOVETON,VIC778,-37.98756208040781,145.23887002991555
CREEK JUNCTION,VIC666,-36.83804802585,145.88967613095
LINDENOW,VIC1504,-37.79404790374149,147.47153658863942
PAARATTE,VIC2021,-38.55196318775511,142.9762030295919
GOORAM,VIC1057,-36.90728161846976,145.6003638870818
EXFORD,VIC889,-37.74309887513102,144.56903606447585
TITTYBONG,VIC2952,-35.76287252892085,143.3503973578417
BAROMI,VIC147,-38.40165848091838,146.17502996326533
BAKERY HILL,VIC103,-37.562707187446804,143.86601069978724
NORTH BENDIGO,VIC1959,-36.73588768787669,144.28230203294524
WERRIBEE,VIC2753,-37.88642263367601,144.6522197116822
TARNEIT,VIC2453,-37.8472965724463,144.6794957796858
CRAIGIEBURN,VIC660,-37.57468605638482,144.95385861132485
CHADSTONE,VIC527,-37.88670272516557,145.09990608874182
AIREYS INLET,VIC12,-38.4560671160225,144.10933093268306
FOREST HILL,VIC929,-37.83641092422379,145.16869979862807
RYTHDALE,VIC2223,-38.13966396096774,145.46580422225807
EDITHVALE,VIC842,-38.03730572246153,145.11241481846156
EPSOM,VIC871,-36.70533458294117,144.3081754237647
BURNEWANG,VIC417,-36.47162617252774,144.64570478481144
MANIFOLD HEIGHTS,VIC1588,-38.13646867133334,144.33413693133335
ESSENDON FIELDS,VIC2955,-37.724460832727274,144.9004360520855
WEEAPROINAH,VIC2740,-38.62896795164556,143.49449947632908
BALD HILLS,VIC105,-37.4375198175,143.8411883517857
DARNUM,VIC713,-38.18424350217741,146.0164897640322
ROSANNA,VIC2195,-37.738957907660364,145.07046262513194
MOE,VIC1710,-38.173020774240975,146.26944271972306
SALISBURY WEST,VIC2231,-36.53243649815558,143.95410985166123
BRIDGEWATER NORTH,VIC333,-36.55667022747281,143.9535505983466
TRAFALGAR SOUTH,VIC2570,-38.25064229920212,146.14149285920215
PARWAN,VIC2035,-37.71529072198911,144.4515101732969
ARMSTRONG,VIC67,-37.212123539595964,142.88301185757572
WINCHELSEA,VIC2804,-38.282899132513364,143.91739262497322
WHIRILY,VIC2771,-35.91511191227272,142.99942984681817
GLEN HUNTLY,VIC1000,-37.89488342575,145.03996235949998
NULLAWIL,VIC1979,-35.860731004703226,143.21722037593608
COGHILLS CREEK,VIC600,-37.385311413125,143.75409954020833
SCOTCHMANS LEAD,VIC2247,-37.668069192857146,143.84333338223215
BAW BAW VILLAGE,VIC167,-37.84486825936172,146.25251066372346
HEATHMONT,VIC1157,-37.834494800344,145.24313074084216
SHAYS FLAT,VIC2272,-37.05788745157142,143.0931832745714
LEMNOS,VIC1482,-36.3467997476,145.46154887839998
NUNGURNER,VIC1982,-37.86867966673834,147.89226783358427
ILLOWA,VIC1220,-38.32285789874832,142.41662590076186
SEAHOLME,VIC2254,-37.865977587676745,144.84535925308077
MILNES BRIDGE,VIC1682,-35.78306251844322,144.0602651599886
DAWSON,VIC718,-37.98208844060608,146.6852442109091
DEAN,VIC720,-37.45052188097273,143.98000149949425
LAURISTON,VIC1469,-37.24935345145763,144.35780645044062
BARRAKEE,VIC151,-36.26936664999999,143.4484838
IRONBARK,VIC1234,-36.754643564999995,144.2621951643333
HUGHESDALE,VIC1206,-37.89529626555556,145.0817626766667
ALMA,VIC30,-37.042033043243954,143.6891305008042
IRISHTOWN,VIC1233,-37.14828663863634,144.2289466748485
AYRFORD,VIC93,-38.43904031057143,142.85638933114282
CHINTIN,VIC553,-37.40017827666665,144.8186099754321
LAKES ENTRANCE,VIC1443,-37.870298800420166,147.99031528348738
HAVELOCK,VIC1138,-36.94526165633145,143.77875315937143
QUARRY HILL,VIC2130,-36.77765921352941,144.2816858997647
NORTH MELBOURNE,VIC1962,-37.79233147123894,144.93745942018975
ARDEER,VIC62,-37.774019955741586,144.80315118028338
CHARLEMONT,VIC3003,-38.20300805117644,144.3764089828851
LONG GULLY,VIC1529,-36.743443976791035,144.25587940253737
CORNELLA,VIC641,-36.67528467416385,144.80838811092144
YALMY,VIC2896,-37.430715528954906,148.34225028872493
BUCHAN,VIC366,-37.40264905645499,148.15501390463513
NEWLYN,VIC1927,-37.4106236693537,143.98827012468576
MAMBOURIN,VIC1583,-37.896692596049384,144.5715588580247
WYNDHAM VALE,VIC2884,-37.85798814715336,144.62144077038022
RESERVOIR,VIC2158,-37.71227831616039,145.01540527654302
MICKLEHAM,VIC1669,-37.52170206365664,144.86870925221217
LAKE GARDENS,VIC1429,-37.546289669310354,143.81357529982753
LAKE BUNGA,VIC1423,-37.86233719689074,148.0394547735294
FOOTSCRAY,VIC927,-37.797389070990114,144.90637669321777
HERNE HILL,VIC1166,-38.13405624,144.32028213687502
YEODENE,VIC2930,-38.408854375483855,143.72456824701615
CLYDE,VIC579,-38.146346400333336,145.3417842968333
MOONLIGHT FLAT,VIC2987,-37.0663971434485,144.23868305305658
NATHALIA,VIC1894,-36.09040487968608,145.19366101771303
STIRLING,VIC2362,-37.45906113717948,147.77396999
KILLARA,VIC2959,-37.80235571434554,141.43726446710724
STRADBROKE,VIC2370,-38.29801498003197,147.05906868463262
MCCRAE,VIC1619,-38.35680913535715,144.92697917333328
HAMPTON EAST,VIC1124,-37.941018617356825,145.02921605753298
FITZROY,VIC916,-37.79797081689655,144.97821627448278
GOLDEN POINT,VIC2979,-37.09048550825396,143.7598710217461
GOWANBRAE,VIC1070,-37.702188698876405,144.9005938898876
BUCKLEY SWAMP,VIC370,-37.85956513425927,142.08740700722217
COLLINGWOOD,VIC613,-37.79516569944243,144.99097919040892
NEWINGTON,VIC1925,-37.56337052292305,143.83113793753844
HEATHERTON,VIC1155,-37.95797950256637,145.09037194318591
CARNEGIE,VIC497,-37.89232736785157,145.06183504722674
WEST BENDIGO,VIC2757,-36.75173788397791,144.24330109812146
EAGLEHAWK,VIC818,-36.71510626021429,144.25495835178566
LAVERTON,VIC1471,-37.86202891205881,144.75852502094108
BANGERANG,VIC129,-36.19761735153845,142.58567629942306
SURF BEACH,VIC2401,-38.50864911364585,145.29577478687497
YALLAMBIE,VIC2893,-37.725223824618865,145.10517794006367
ALPHINGTON,VIC33,-37.77964322281763,145.03513408965793
BROOKVILLE,VIC353,-37.33989358469945,147.66197536912568
JACANA,VIC1241,-37.68794200672132,144.9086717069671
TYLDEN SOUTH,VIC2600,-37.35388441,144.373848424
BALLARAT CENTRAL,VIC110,-37.56101027207145,143.84900196164284
KINGSBURY,VIC1358,-37.715291918407054,145.03394955330384
THALLOO,VIC2498,-38.08797715103449,146.30678725206894
SUNDERLAND BAY,VIC2396,-38.50619209086207,145.2712301763793
CAMPERDOWN,VIC460,-38.22186754167201,143.14494437791004
WEST FOOTSCRAY,VIC2759,-37.800812287499994,144.86688747406254
GOLDEN POINT,VIC2977,-37.57326285791668,143.86540551458333
ALBANVALE,VIC16,-37.747154116666664,144.76178159156666
NORTH SHORE,VIC1963,-38.098154632313566,144.36779248558324
THALIA,VIC2497,-36.101373565909086,143.06374782977275
BALLARAT NORTH,VIC112,-37.53846771631578,143.86752235697367
CRANBOURNE NORTH,VIC663,-38.07283185943663,145.2783381294366
DEWHURST,VIC745,-37.979672100180714,145.47302082927717
COLDSTREAM,VIC610,-37.689402206857494,145.43496904382374
HEALESVILLE,VIC1150,-37.69041110076466,145.50577260354854
PORT FAIRY,VIC2101,-38.37682520073589,142.21648285589703
MCKINNON,VIC1623,-37.910956604838724,145.0348797346452
NARRE WARREN SOUTH,VIC1892,-38.05011504358587,145.3048637111868
COKUM,VIC603,-35.76096196478261,143.2656102552174
STANHOPE SOUTH,VIC2354,-36.49338586076923,145.0375654953846
ELWOOD,VIC860,-37.882606973138955,144.9799779539967
ELLIMINYT,VIC852,-38.35503322609195,143.586246603046
MODEWARRE,VIC1709,-38.26077839805826,144.12931977660193
TIDAL RIVER,VIC2517,-39.031373004693876,146.323129324898
COOLAROO,VIC622,-37.65323944688889,144.93245502599999
ASPENDALE,VIC78,-38.01158931265243,145.0933321857329
MORIAC,VIC1756,-38.26075353047469,144.17664147658238
ELLINBANK,VIC853,-38.25264811944099,145.93182881776406
BAYSWATER,VIC173,-37.84178787159621,145.26189828532358
MURCHISON,VIC1828,-36.676197084047104,145.20392549249024
AVALON,VIC84,-38.07192181382538,144.43433317771306
YARRAVILLE,VIC2918,-37.81734596299625,144.88551057254682
MELBOURNE,VIC1634,-37.84107850267512,144.97409443371333
MAIDEN GULLY,VIC1569,-36.77613101470015,144.22580216560732
MELWOOD,VIC1640,-37.73979760484375,147.50806930125
MANANGATANG,VIC1584,-35.05099512352517,142.88030537374098
BALLARAT EAST,VIC111,-37.560754791148334,143.87657657330143
DROUIN EAST,VIC786,-38.124503886557385,145.89071273786882
BEND OF ISLANDS,VIC207,-37.697951812916386,145.2762249267709
WOODSIDE BEACH,VIC2843,-38.54554687960526,146.98167928131573
WAGGARANDALL,VIC2646,-36.24522540571428,145.7851692707143
BASALT,VIC162,-37.30759799340693,144.11387127712936
VERMONT SOUTH,VIC2631,-37.85920402344372,145.2008856623922
YABBA NORTH,VIC2888,-36.22935511163264,145.68337758857146
BOORHAMAN EAST,VIC296,-36.16579324619048,146.32936194952381
CHAPEL FLAT,VIC529,-37.479587911842096,143.89894941894735
TARRONE,VIC2465,-38.25799054499157,142.21903106260015
JAN JUC,VIC1247,-38.34595495467951,144.30293274326928
EAGLEHAWK NORTH,VIC819,-36.69333930902438,144.2540109570732
KATANDRA,VIC1303,-36.24667398233334,145.6084574183333
ELSTERNWICK,VIC857,-37.887000510000014,145.00635023179484
DRUMMOND,VIC793,-37.244163120631086,144.31146243300975
MERRIJIG,VIC2964,-37.07891950859975,146.3504636468751
DRUMMOND NORTH,VIC794,-37.19947294420171,144.3137035622689
LESLIE MANOR,VIC1490,-38.108335651386874,143.31079763335768
CROOKED RIVER,VIC674,-37.36746990598433,146.96428940489722
BOX HILL SOUTH,VIC315,-37.84179885668419,145.11861773142098
OAKLEIGH,VIC1996,-37.89350936572415,145.0968379174483
CHELSEA HEIGHTS,VIC536,-38.0455963654945,145.13704508362642
BLIND BIGHT,VIC261,-38.22397538016824,145.33791694003722
YORK PLAINS,VIC2937,-36.587311043478266,142.91887491782612
SAFETY BEACH,VIC2224,-38.31424384287581,144.99260404542477
CAPE WOOLAMAI,VIC475,-38.54459767310976,145.34668594390243
BITTERN,VIC248,-38.32278093013886,145.18326274107633
CURYO,VIC696,-35.836519602244906,142.7247514389796
ABBOTSFORD,VIC2,-37.79740894738028,145.00061869268632
GRITJURK,VIC1105,-37.56024766290698,141.80229161395346
HAMLYN HEIGHTS,VIC1122,-38.11911579197674,144.314342803876
SILVERLEAVES,VIC2287,-38.45274907219781,145.28289453032966
WILLIAMS LANDING,VIC2948,-37.86515323656129,144.74492074980236
DARRIMAN,VIC715,-38.418532366504444,146.94852208699115
SUMMERLANDS,VIC2393,-38.51371338900372,145.13159446693726
PARKDALE,VIC2033,-37.999022778475826,145.07956389568787
CLEMATIS,VIC570,-37.93315851086021,145.41758356956984
EURACK,VIC881,-38.15017913455448,143.72337144554456
STAWELL,VIC2358,-37.02872720694603,142.81848569450187
TECOMA,VIC2478,-37.91138178551723,145.34062589812808
FRENCH ISLAND,VIC943,-38.374734456124166,145.32900935460694
GRETA,VIC1100,-36.554607974230784,146.2513158405128
WATSONS CREEK,VIC2727,-37.67073433896555,145.25901894420053
WILLIAMSTOWN NORTH,VIC2795,-37.84920629090915,144.8627060417121
WARRANWOOD,VIC2708,-37.771920328292694,145.2486192506098
WOODEND,VIC2834,-37.357800764637695,144.5485969404637
TOOLONG,VIC2544,-38.31621582114285,142.2360983661429
KIRKSTALL,VIC1363,-38.26441600343773,142.23250197274086
WINTON,VIC2816,-36.51743308338982,146.10529420389835
KOROIT,VIC1390,-38.299059175764185,142.38227755104808
WARRAYURE,VIC2709,-37.72541298972576,142.20478593967738
CHUTE,VIC561,-37.30134570815188,143.40231366731655
ARTHURS SEAT,VIC71,-38.354149045833324,144.95856311781247
MOUNT LONARCH,VIC1795,-37.27798283596542,143.4031676956195
CONCONGELLA,VIC615,-37.04345333573949,142.82895608661616
RAGLAN,VIC2133,-37.332594238880255,143.29619375031086
POINT COOK,VIC2082,-37.908394917525825,144.77405200128084
BESSIEBELLE,VIC225,-38.16351158220185,141.93224130853213
NUMURKAH,VIC1980,-36.11075507910507,145.44841904449422
IRREWILLIPE,VIC1236,-38.474752755239614,143.42114090501602
CARLISLE RIVER,VIC492,-38.57056325929759,143.40111552200503
ARCHERTON,VIC60,-36.88607467235294,146.18772157822437
BLACK HILL,VIC249,-37.55226472947825,143.8733635981739
AIRE VALLEY,VIC11,-38.683975462278134,143.56951019171592
APOLLO BAY,VIC48,-38.74091933330422,143.63873384007283
BEECH FOREST,VIC185,-38.651689371649,143.58911864953083
DRUMCONDRA,VIC791,-38.130510017217404,144.35605359904358
SPOTSWOOD,VIC2324,-37.83255890226932,144.8850147863092
NEWPORT,VIC1930,-37.84568260519188,144.88648153038386
SULKY,VIC2392,-37.46167635761193,143.86295824402984
MOUNT MORIAC,VIC1800,-38.20290467528226,144.21061653995977
CARINA,VIC489,-35.21039105309859,141.09899148232387
BUNGADOR,VIC401,-38.431015581111126,143.32770971066668
BENNISON,VIC213,-38.66430453297873,146.2674765305852
BOX HILL,VIC313,-37.822444029375,145.1288420409375
ADELAIDE LEAD,VIC9,-37.07769033777777,143.66142767158738
MAJORCA,VIC1577,-37.11796722099063,143.8086549069613
MARYBOROUGH,VIC1612,-37.047142566035184,143.71397808097646
LILLICO,VIC1495,-38.12242532625,145.96263569416666
NUNAWADING,VIC1981,-37.811430666201666,145.17210338654695
JOYCES CREEK,VIC1268,-37.075046577700576,143.9850605572695
WEIR VIEWS,VIC3020,-37.7350068329096,144.5705692852731
SYLVATERRE,VIC2418,-36.073681289999996,144.23169729935483
KEILOR NORTH,VIC1313,-37.673652417209794,144.7857786607806
HUMEVALE,VIC1207,-37.502262850581616,145.20427344340823
TOOTGAROOK,VIC2553,-38.3794848511298,144.84568930156257
MOOROODUC,VIC1748,-38.24051303450704,145.12288426070424
MOUNT SABINE,VIC1806,-38.631631332987816,143.7443870715244
BLAIRGOWRIE,VIC258,-38.37391987551387,144.77064656132134
NORLANE,VIC1956,-38.096719032671714,144.34984653897232
FITZROY NORTH,VIC917,-37.78265292591303,144.99007800991305
ALBION,VIC20,-37.7745034329151,144.80865957140685
FRAMLINGHAM,VIC936,-38.29282186878236,142.67447421480037
YOUARANG,VIC2939,-36.14166728977778,145.76628619377777
RICH AVON EAST,VIC2165,-36.504393360907194,142.88304984361875
MOOLERR,VIC1732,-36.65140007629909,143.13542999762842
BELGRAVE HEIGHTS,VIC189,-37.9226925504386,145.3400065388597
GEELONG WEST,VIC964,-38.13731841391893,144.34976888810814
CROYDON HILLS,VIC681,-37.77034972321101,145.26536791311926
WILLAURA NORTH,VIC2792,-37.387612108103454,142.7609232631035
NOORAT EAST,VIC1952,-38.204823338695654,142.98442385686963
MEADOW HEIGHTS,VIC1629,-37.6530546870073,144.92199490007303
COBAINS,VIC584,-38.07462192080746,147.13043506167705
LAWLER,VIC1473,-36.36751412418182,142.7471711627273
ATTWOOD,VIC81,-37.67159015419537,144.87617207712645
BUCKLEY,VIC369,-38.22244121754099,144.09802158163936
BALACLAVA,VIC104,-37.87150703371432,144.99255958557146
SOUTH KINGSVILLE,VIC2314,-37.831178821071425,144.86954938464285
WALKERVILLE SOUTH,VIC2657,-38.86081683189655,145.99835087913792
MARCUS HILL,VIC1595,-38.245561365143686,144.5905583464943
CARDIGAN VILLAGE,VIC485,-37.516991606,143.70873791
HUNTINGDALE,VIC1210,-37.90692391307693,145.10966762692308
KINGSVILLE,VIC1360,-37.809576352142855,144.8778127864286
MILLOO,VIC1680,-36.3759943681579,144.37694932381578
BONBEACH,VIC279,-38.06270988755372,145.1244980092473
BELL PARK,VIC191,-38.103565051154774,144.33882629524126
PORTARLINGTON,VIC2105,-38.113708316306315,144.65223148453455
MELVILLE FOREST,VIC1639,-37.48396012485151,141.85822587029702
TARWIN LOWER,VIC2467,-38.82284093541003,145.9055161646012
MURRUMBEENA,VIC1845,-37.89408941529914,145.0661040647437
CHELSEA,VIC535,-38.05339878537549,145.12524632169968
SASSAFRAS,VIC2243,-37.86521091018869,145.34585065476415
LAKE WENDOUREE,VIC1441,-37.55252600696204,143.83906370949373
MOORABBIN,VIC1740,-37.93975907649999,145.05433572799996
MOUNT EVELYN,VIC1790,-37.78586417578948,145.37903332859642
WHOROULY,VIC2780,-36.49395606591957,146.59267648341702
SPRINGVALE SOUTH,VIC2334,-37.97307278564015,145.15291790442907
KOO WEE RUP NORTH,VIC1375,-38.157507556969705,145.54520877606058
FLYNNS CREEK,VIC926,-38.24824262182482,146.64882667854005
MUNTHAM,VIC1827,-37.5889949875862,141.53703974916257
YARRABERB,VIC2913,-36.567808977,144.0678429696667
BRIMBOAL,VIC339,-37.40338208319249,141.3786091717841
BONEO,VIC281,-38.40508436215613,144.92192789866166
BARWIDGEE,VIC158,-36.49871350684613,146.78666400682704
CHOCOLYN,VIC556,-38.18535930503448,143.20700926751724
NORTH WANGARATTA,VIC1964,-36.32330802560047,146.32416891230537
KYABRAM SOUTH,VIC1407,-36.39032368969697,145.06558499212125
HOTHAM HEIGHTS,VIC1199,-36.961377287637404,147.12831012938472
RHYLL,VIC2161,-38.46768607553461,145.28941708477996
FARADAY,VIC898,-37.052559219383575,144.29402849027397
NALANGIL,VIC1864,-38.319750163233834,143.44377564995025
CARALULUP,VIC478,-37.20704354253731,143.64382977149256
TAROON,VIC2455,-38.318530558103454,142.87047418379305
BURWOOD EAST,VIC427,-37.851801845555556,145.14915646125002
BIG HILL,VIC2966,-38.489038911956506,144.0215026675361
FRYERSTOWN,VIC946,-37.13350402619403,144.25151582208952
KORWEINGUBOORA,VIC1395,-37.42809500936467,144.15292038074125
SPRINGDALLAH,VIC2328,-37.750021677061845,143.63044881695885
HOWQUA INLET,VIC1205,-37.231995645828306,146.1163984825903
BUNDALONG SOUTH,VIC396,-36.100778915486956,146.20707861437057
NANNEELLA,VIC1871,-36.31539614166666,144.7854470343939
FRAMLINGHAM EAST,VIC937,-38.207700416311106,142.6938885189778
MURRINDAL,VIC1842,-37.4111646970068,148.2153186323809
KARDELLA,VIC1295,-38.428727741387206,145.89614276050295
HOMERTON,VIC1191,-38.125664370823515,141.7944174865883
SAWMILL SETTLEMENT,VIC2244,-37.1196971241751,146.37082374047145
BROOKLYN,VIC352,-37.811839710466515,144.83102656186594
PHEASANT CREEK,VIC2060,-37.47186904916667,145.29713609131957
NULLAWARRE NORTH,VIC1978,-38.439520595833336,142.80032020083337
HAWTHORN,VIC1143,-37.828790208535175,145.03530590809862
TREMONT,VIC2579,-37.87703856727941,145.3143725301103
BELLELLEN,VIC197,-37.13666606289474,142.69374997105263
CARRAJUNG SOUTH,VIC503,-38.380162702499995,146.7997180818965
LAKE WONGAN,VIC1442,-37.60160407433332,143.146874661
BAMGANIE,VIC127,-37.92640354056395,143.97924139753792
RED HILL SOUTH,VIC2146,-38.3905780431405,145.0232968653305
TRIDA,VIC2584,-38.31975418263417,145.9858410347317
RUNNING CREEK,VIC2214,-36.54713484598088,147.06189777811008
TANWOOD,VIC2447,-37.00889116111111,143.3776713608889
MAILORS FLAT,VIC1571,-38.30301035716011,142.47770553120836
WESTBY,VIC2763,-35.641296752682926,143.96025159219516
BULN BULN,VIC390,-38.09307740882353,145.95459938941178
YANNATHAN,VIC2907,-38.22762429834588,145.65271993187966
AVONSLEIGH,VIC90,-37.915169639626164,145.4842984771029
DEVILS RIVER,VIC742,-37.159758803972885,145.85940534961867
MENZIES CREEK,VIC1643,-37.92937906931238,145.39384320760314
BULLARTO,VIC384,-37.388255225660394,144.21661200179238
DALTONS BRIDGE,VIC702,-35.83082895121495,144.2716058528037
THE COVE,VIC2500,-38.50482125545456,142.69639913450203
HARCOURT,VIC1129,-36.9992623942211,144.2570031990452
TARILTA,VIC2451,-37.159480402776786,144.19595568238492
MIRBOO NORTH,VIC1697,-38.38158780151133,146.1251297022795
COOPERS CREEK,VIC629,-37.986475742784535,146.4335643227844
WALHALLA,VIC2654,-37.95784030156249,146.45349993955585
BYRNESIDE,VIC436,-36.40181141426471,145.16116748926478
TATONG,VIC2468,-36.795313509915474,146.14718321273244
CUNDARE,VIC691,-38.14578616765153,143.59986521204547
MOYHU,VIC1816,-36.58649360041826,146.3936754673003
BURROWYE,VIC424,-36.028111815705316,147.51698297860497
GLENROY,VIC1037,-37.70419801574666,144.9340040534134
PIGGOREET,VIC2067,-37.72594591751293,143.63742305005186
HOWES CREEK,VIC1201,-37.12329996303228,145.96576115469173
BROADMEADOWS,VIC346,-37.67761537619717,144.93058712738022
MERBEIN SOUTH,VIC1648,-34.21088898421053,142.0281571871053
ROSEBERY,VIC2197,-35.83348259181819,142.42122868363637
WARANGA,VIC2690,-36.48978703272727,145.0691804072727
NARINGAL,VIC1882,-38.37663154109345,142.73097982133697
CAMBERWELL,VIC453,-37.836914786516466,145.07000125549376
ROWVILLE,VIC2209,-37.930532539020135,145.22446929290663
MERNDA,VIC1653,-37.595380070753244,145.10696181560053
SHEPHERDS FLAT,VIC2279,-37.28398512882354,144.10975777356623
RIVERSLEA,VIC2178,-38.01830676257659,146.96065851215306
BUNDALAGUAH,VIC394,-38.032899677301614,146.99373309444456
NEERIM,VIC1903,-37.95268793694655,145.95641264854956
ELINGAMITE,VIC848,-38.370097913333346,143.016671642
DOREEN,VIC774,-37.59894908719307,145.1119352324443
MOE SOUTH,VIC1711,-38.209721071512625,146.26880002886563
YAN YEAN,VIC2899,-37.55646619206374,145.09178792309314
TARRANYURK,VIC2457,-36.21441225514766,142.03770046582272
PURDEET,VIC2122,-37.9483127997244,142.39184698066921
WARRENBAYNE,VIC2710,-36.716132042836875,145.86937490861698
DEVON NORTH,VIC744,-38.514015203888846,146.64489677290587
YARRAM,VIC2916,-38.56117689108264,146.6915704457087
TABBERABBERA,VIC2419,-37.56211411809815,147.375983383865
DOOKIE COLLEGE,VIC773,-36.39195752833333,145.6970765725
WON WRON,VIC2824,-38.451155566411984,146.70404573335546
GAPSTED,VIC954,-36.51369439753582,146.670256757778
DONCASTER EAST,VIC767,-37.77269249440312,145.17156584044264
HILLCREST,VIC1182,-37.62231050408451,143.63374261000004
BULLAHARRE,VIC382,-38.35072682649998,143.14119624174998
SWANWATER WEST,VIC2415,-36.5222654897619,143.01799364309522
YUULONG,VIC2943,-38.731794358343365,143.31621854807224
BALLENDELLA,VIC113,-36.294535021818156,144.694216565202
MOUNT WAVERLEY,VIC1811,-37.87987738482758,145.12798097988502
GREEN GULLY,VIC1092,-37.11310490205481,144.09873463150686
SUNSHINE,VIC2398,-37.794810603683736,144.8253941510054
BLACKBURN SOUTH,VIC254,-37.84078227553571,145.15374148113094
COLIGNAN,VIC612,-34.5403880009545,142.39722660534514
STAFFORDSHIRE REEF,VIC2351,-37.731966107619044,143.6800640593878
STRZELECKI,VIC2387,-38.33818043074625,145.90082983149253
CLOVER FLAT,VIC575,-37.61340141897572,141.55944643614566
NUGGETTY,VIC1975,-36.95847904191489,144.06144615255326
ROSES GAP,VIC2202,-36.98085568846154,142.4694309846154
LAKE CONDAH,VIC1425,-38.08264021328859,141.80595911116336
NERRING,VIC1914,-37.50253706204,143.4726143747199
TRESCO WEST,VIC2583,-35.501910173076936,143.63612323442308
PIPERS CREEK,VIC2074,-37.249617048705886,144.55215543399993
GLENBRAE,VIC1010,-37.3468696206,143.55161214959998
RIVERSIDE,VIC2177,-36.69485188966793,142.2392748067559
CARRUM,VIC506,-38.07752272262377,145.12740975584157
KOROOP,VIC1392,-35.73761891301594,144.03991827220827
SOUTH WHARF,VIC2953,-37.82531139907565,144.95052148453772
BENDIGO,VIC208,-36.75630761913906,144.2805297730463
RAINBOW,VIC2134,-35.8437894566807,141.95678324147065
WHEELERS HILL,VIC2769,-37.90708798150284,145.2040002321995
SANDRINGHAM,VIC2238,-37.951831216091385,145.01234095773256
CANTERBURY,VIC468,-37.82358154908851,145.0756521573045
BLACKBURN NORTH,VIC253,-37.80188280953048,145.15841930740262
COONOOER WEST,VIC628,-36.4245725358454,143.27645675637694
TARNAGULLA,VIC2452,-36.76798675966668,143.81413825126674
WEE WEE RUP,VIC2739,-35.849204180982134,144.29368911330357
GLEN WAVERLEY,VIC1004,-37.87918789948182,145.1926350981233
MONGANS BRIDGE,VIC1723,-36.59507518469996,147.10747376334004
LOCH VALLEY,VIC1520,-37.808696132781755,146.01257602949642
EAST SALE,VIC826,-38.10351943666666,147.13022571764708
LOVELY BANKS,VIC1539,-38.06892112059209,144.3272210677632
BELLFIELD,VIC2961,-37.206924327674436,142.5413743552131
BELL POST HILL,VIC192,-38.0910340052941,144.3251357028676
CLARENDON,VIC562,-37.70758679752475,143.9801994441584
THOMASTOWN,VIC2507,-37.68198800788324,144.99436214827952
GRASS FLAT,VIC1082,-36.65866203874999,141.8448536309375
CHRISTMAS HILLS,VIC557,-37.684407253011805,145.29515012127393
BELGRAVE SOUTH,VIC190,-37.93753774033783,145.3600229785135
MEPUNGA,VIC1644,-38.480310041122436,142.67352020670057
TERIP TERIP,VIC2491,-37.001619721954,145.54244694371639
SMITHS GULLY,VIC2300,-37.62264536057592,145.28858250575917
SHEANS CREEK,VIC2274,-36.78205168047168,145.65657699301886
HURSTBRIDGE,VIC1215,-37.635103550320686,145.19771513613694
FRANKSTON SOUTH,VIC941,-38.16114320846957,145.10484548674788
BADDAGINNIE,VIC95,-36.61269899951998,145.85882409968005
DONVALE,VIC769,-37.78924362266047,145.1912059631764
EMU,VIC862,-36.751303743200005,143.42282942468563
KARDELLA SOUTH,VIC1296,-38.451386361940294,145.8732044234328
BETLEY,VIC230,-36.911916128369164,143.7864281144503
CABBAGE TREE,VIC438,-37.46768465698113,143.91629566150945
STAUGHTON VALE,VIC2356,-37.83874660612613,144.252284118018
NAROGHID,VIC1884,-38.24898091333334,143.0722336062162
HAZEL PARK,VIC1145,-38.63818462564219,146.37928187004587
FERGUSON,VIC902,-38.61783019784089,143.5071196752273
NEERIM JUNCTION,VIC1905,-37.91613683694446,145.96408558661108
GLENHOPE EAST,VIC1020,-37.07844410294521,144.69780282636987
BRIGHTON EAST,VIC337,-37.91888054381123,145.01423464754996
WISELEIGH,VIC2819,-37.71578266527272,147.80216491654548
SANDON,VIC2237,-37.1628259713688,144.04364525718626
BORONIA,VIC304,-37.858576992733006,145.28409656696314
ALLENDALE,VIC28,-37.36692970307693,143.9177938215385
GIPSY POINT,VIC988,-37.49070276302159,149.6842104028778
WENTWORTH,VIC2750,-37.27148272860406,147.4739019442385
LANGDONS HILL,VIC1455,-37.419474456559136,144.06295128462367
TYAAK,VIC2595,-37.21007191912769,145.13515462323411
ARGYLE,VIC65,-36.96944608571426,144.7168876171429
DOLLAR,VIC763,-38.561501583725466,146.1829175186928
CLARKES HILL,VIC566,-37.49001313154932,143.98012154028166
HEATHCOTE JUNCTION,VIC1153,-37.376896998376075,145.0396276664958
OSBORNES FLAT,VIC2014,-36.31950818316422,146.91606666492748
POMBORNEIT,VIC2087,-38.29807531935066,143.29754453961036
CASSILIS,VIC510,-37.19788034182432,147.60566430391884
KALLISTA,VIC1281,-37.90049315459939,145.41475639386255
BIRDWOODTON,VIC246,-34.199261837764695,142.07580729564708
ROBERTSONS BEACH,VIC2179,-38.658444362962975,146.730954244074
ENDEAVOUR HILLS,VIC864,-37.97042325580123,145.2459654985341
ERICA,VIC873,-37.97501455568808,146.37966321055043
OXLEY FLATS,VIC2019,-36.397073088567176,146.3892498155436
SPARGO CREEK,VIC2321,-37.49281290337841,144.15562079560817
